id,created,superceded_id,valid,connection_score,cleft_score,gaba,ach,glut,oct,ser,da,valid_nt,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
236005327,2021-03-09 20:14:58.183080+00:00,,True,95.32434,42.0,0.023917483,0.5772567,0.037080515,0.025496792,0.020554269,0.31569427,True,79381097729336842,720575940615285393,79381097729354306,720575940576727434,[509984 331116 120880],[509904 331076 120880]
236005887,2021-03-09 20:14:58.183080+00:00,,True,34.719944,57.0,0.011987281,0.1586181,0.0044569783,0.0026781058,0.8025638,0.01969569,True,79310660265674369,720575940625095813,79310660265671906,720575940623934600,[504748 329592 120640],[504768 329696 120600]
235445822,2021-03-09 20:14:58.183080+00:00,,True,81.77979,0.0,0.016955204,0.00554764,0.95725733,0.0008089355,0.015392077,0.0040388126,True,78536054323925653,720575940628091910,78536054323928199,720575940551631520,[461820 295156 120520],[461688 295168 120520]
235446360,2021-03-09 20:14:58.183080+00:00,,True,80.03286,0.0,0.009204067,0.9650675,0.004858809,0.0030896517,0.008356487,0.009423413,True,80787854137592745,720575940640748195,80787854137569878,720575940622341814,[591716 295780 119560],[591688 295924 119600]
235446444,2021-03-09 20:14:58.183080+00:00,,True,35.773476,24.0,0.10084117,0.23142481,0.5677983,0.0023150677,0.08740774,0.010212954,True,80787854137598085,720575940640748195,80787854137608043,720575940588782576,[591760 295740 120160],[591784 295848 120160]
235446478,2021-03-09 20:14:58.183080+00:00,,True,60.995445,10.0,0.015631398,0.9815714,0.0006759098,6.9824484e-05,0.0011080919,0.0009433622,True,80787922857084140,720575940640748195,80787922857079617,720575940627949589,[590840 297636 120400],[590768 297504 120400]
235446774,2021-03-09 20:14:58.183080+00:00,,True,22.079302,25.0,0.011432252,0.18164045,0.027545244,0.00012165379,0.77178305,0.0074772886,True,78536054323891771,720575940625095813,78536054323894630,720575940615541810,[462088 295456 119600],[462040 295304 119600]
235446748,2021-03-09 20:14:58.183080+00:00,,True,10.519927,133.0,0.0159777,0.17567854,0.035721477,0.0017747057,0.7410615,0.029786143,True,78536054323891749,720575940625095813,78536054323891728,720575940582742604,[462136 295408 119520],[462096 295328 119480]
235446757,2021-03-09 20:14:58.183080+00:00,,True,132.83624,133.0,0.013330974,0.23697223,0.016867697,0.00067552354,0.7066489,0.025504634,True,78536054323891749,720575940625095813,78536054323891728,720575940582742604,[462152 295400 119520],[462104 295312 119520]
235446772,2021-03-09 20:14:58.183080+00:00,,True,34.935608,66.0,0.023470594,0.17876269,0.0781721,0.0042948187,0.60709894,0.10820085,True,78536054323891749,720575940625095813,78536054323893185,720575940582744396,[462240 295304 119520],[462264 295244 119600]
235446725,2021-03-09 20:14:58.183080+00:00,,True,19.218563,1.0,0.03425223,0.44871536,0.12900446,0.0629374,0.29703367,0.028056975,True,78606423068084188,720575940625095813,78606423068084157,720575940644467360,[462572 295832 119320],[462636 295768 119320]
235446785,2021-03-09 20:14:58.183080+00:00,,True,208.82507,141.0,0.042750936,0.35856143,0.07464138,0.0011977067,0.46323338,0.059615128,True,78536054323891749,720575940625095813,78536054323899024,720575940551605408,[462156 295416 119600],[462120 295340 119640]
235446786,2021-03-09 20:14:58.183080+00:00,,True,75.43915,17.0,0.017144334,0.20210697,0.037333753,0.0002490321,0.73590666,0.007259311,True,78536054323891749,720575940625095813,78536054323891749,720575940625095813,[462064 295428 119600],[462016 295408 119640]
